CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOME16CAT,INCOME,RINCOM16CAT,RINCOME,EDUC,SPEDUC,PAEDUC,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,PAWRKSLF,MAWRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,PARTYID2,POLVIEWS,POLVIEWS3,POLVIEWS2,CAPPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,ELECTRON,VIRUSES,BIGBANG,CONDRIFT,EVOLVED,JOBLOSE,JOBFIND,SATJOB,RICHWORK,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL,CONFINAN,CONBUS,CONEDUC,CONFED,CONLABOR,CONPRESS,CONMEDIC,CONJUDGE,CONLEGIS,COURTS,GRASS,RANK,SATFIN,FINALTER,GRANBORN,HOMPOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62532,1,79,2,3,4,20,0,2,1,1,13,21250,,,20,,6,8,4,,0,0,5,,,,1,1,1,1,1,2,2,,2,1,1,2,1,,,,,2,2,2,1,2,2,1,2,8,1,,,,,3,3,,1,2,,,,,,,,,,,,,,1,,7,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62533,1,34,1,1,3,24,1,1,2,2,22,100000,19,55000,14,16,,16,1,3,,3,1,7,45,,2,,2,1,1,1,1,1,6,3,3,1,1,,,,,1,1,2,1,1,2,1,0,1,0,4,3,2,1,2,2,2,3,2,,,,,,,,,,,,,,2,,5,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62534,2,59,2,4,3,25,1,1,2,,25,160000,,,14,,,12,1,,,1,5,,,,2,,2,1,,0,1,1,4,2,,2,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,,2,1,2,4,1,1,2,2,1,3,2,3,2,2,3,1,1,5,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62535,2,32,2,5,0,,1,1,3,2,24,140000,24,140000,19,,16,16,4,,3,3,1,,55,,2,2,2,2,0,0,1,1,3,1,1,2,1,,,,,1,2,1,1,1,2,2,2,1,2,4,1,2,2,2,2,,1,1,,,,,,,,,,,,,,1,,4,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62536,2,33,2,1,3,16,1,1,1,2,11,16250,,,16,11,,12,3,1,,1,7,2,,15,2,,2,1,4,1,1,1,1,1,1,2,,1,3,1,2,,2,2,1,2,2,1,0,1,1,,,4,,1,1,1,,,1,4,3,1,3,3,1,3,3,3,3,3,3,1,2,7,3,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62537,1,35,1,5,0,,0,1,1,2,8,9000,,,15,,,14,1,,,1,7,,,,,,1,,5,0,1,1,4,2,,1,,7,3,3,3,,0,0,0,0,0,0,0,0,0,,,,,1,2,,,,2,4,2,2,1,1,1,1,1,3,1,2,1,3,2,6,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62538,1,37,2,1,0,,2,2,2,2,24,140000,20,67500,16,18,20,20,2,4,4,4,1,1,75,40,2,2,2,2,2,0,1,1,2,1,1,,,3,1,3,1,,0,0,0,0,0,0,0,0,0,4,2,2,,1,2,2,,,2,4,3,4,3,3,2,3,3,3,3,3,3,2,2,5,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62539,2,28,3,1,0,,1,2,2,2,20,67500,,,16,16,,14,3,3,,1,7,1,,40,2,,2,2,5,3,2,,3,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,,,1,,5,1,1,2,1,,,,,,,,,,,,,,1,,6,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62540,2,42,1,1,2,28,2,1,4,,26,180000,16,32500,20,16,12,16,4,3,1,3,1,1,45,40,2,1,2,2,,1,1,1,2,1,1,2,1,2,2,1,1,3,0,0,0,0,0,0,0,0,0,,,2,2,,2,2,2,2,1,4,2,3,2,1,2,3,2,1,1,1,3,3,1,3,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62541,1,21,1,5,0,,3,1,3,,22,100000,7,7500,14,,18,14,1,,4,2,1,,35,,2,2,2,2,,7,,,2,1,1,2,1,4,4,4,2,2,0,0,0,0,0,0,0,0,0,,,2,1,,2,,3,1,2,4,3,1,2,2,1,3,1,1,2,1,2,1,1,5,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62542,2,33,2,5,2,25,4,1,2,1,26,180000,17,37500,14,,,,2,,,0,1,,32,,2,,2,2,1,3,2,,6,3,3,1,1,,,,,2,2,2,1,2,1,1,0,1,0,3,3,1,1,5,1,,1,2,,,,,,,,,,,,,,,,7,2,3,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62543,2,37,1,1,2,29,2,1,3,,26,180000,24,140000,16,16,14,12,3,3,2,1,1,1,50,50,2,2,2,2,,3,2,,4,2,,1,1,3,3,3,2,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,1,2,2,2,4,4,2,2,2,2,2,2,2,2,2,3,8,5,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62544,2,89,1,2,3,17,2,1,3,1,20,67500,,,8,,,,0,,0,0,7,,,,2,2,,1,2,3,2,,4,2,,,,3,3,3,,,0,0,0,0,0,0,0,0,0,,,2,,1,2,,,,2,4,2,3,1,2,1,,,,2,3,2,2,8,5,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62545,2,47,3,1,1,41,1,1,3,,,,,,14,18,12,,2,4,1,,7,1,,60,2,2,,2,,3,2,,4,2,,1,1,4,2,2,3,1,0,0,0,0,0,0,0,0,0,,,1,,,2,1,2,2,2,,3,4,2,2,2,2,3,2,2,2,2,2,8,7,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62546,2,63,3,1,,,2,1,,1,,,,,,,,,0,0,,0,,,,,,2,2,,3,,,,,,,,,1,3,3,2,,0,0,0,0,0,0,0,0,0,,,,,5,1,1,,,,,2,2,,2,,,,,,,,,8,,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62547,2,71,2,1,0,,0,1,3,1,22,100000,,,16,12,8,8,3,1,0,0,5,5,,,2,2,,2,5,2,2,,2,1,1,2,1,,,,,1,2,1,1,1,1,2,1,1,1,,,,,1,2,1,2,2,,,,,,,,,,,,,,,,4,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62548,2,42,2,1,1,33,2,1,2,1,24,140000,,,12,12,14,12,1,1,1,1,1,1,40,40,2,,2,2,2,1,1,1,,,,2,1,,,,,1,2,1,8,8,2,8,2,8,2,4,3,1,1,4,2,1,2,,,,,,,,,,,,,,,,,6,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62549,2,37,3,3,1,22,3,1,2,2,19,55000,11,16250,12,,,5,1,,,0,1,,40,,2,,2,2,2,1,1,1,4,2,,2,,1,3,1,1,,1,1,1,1,2,2,0,1,1,4,1,1,,5,1,,,,1,4,2,1,2,2,2,2,2,2,3,2,2,2,1,5,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62550,2,40,1,1,4,19,3,1,2,2,20,67500,18,45000,13,11,14,12,1,0,2,1,1,1,40,35,2,2,2,2,1,1,1,1,7,3,3,2,1,,,,,2,2,1,1,1,1,1,0,1,0,4,2,1,1,5,1,1,1,2,,,,,,,,,,,,,,2,,6,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62551,1,70,1,4,4,25,1,2,2,,18,45000,13,21250,12,,,6,1,,,0,2,,20,,2,,2,2,,5,3,3,6,3,3,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,2,,2,2,1,1,1,1,1,2,2,3,2,3,2,2,2,2,1,6,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62552,1,28,2,5,0,,1,1,3,2,19,55000,18,45000,17,,0,12,3,,0,1,1,,42,,2,2,2,1,0,1,1,1,3,1,1,2,,2,3,3,3,,2,2,8,1,1,8,0,8,0,4,3,2,,5,2,,,,1,1,1,2,2,2,2,,2,2,2,,,1,9,4,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62553,2,53,3,5,2,26,2,2,1,2,17,37500,1,500,13,,0,6,1,,0,0,1,,40,,2,2,2,2,3,0,1,1,2,1,1,2,,7,3,1,1,,0,0,0,0,0,0,0,0,0,3,3,2,,4,2,,,,2,4,3,2,2,1,2,2,2,2,2,2,2,3,2,6,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62554,1,46,1,1,2,32,2,1,3,,26,180000,26,180000,16,19,,14,1,1,,1,3,1,,40,2,,1,2,,0,1,1,1,1,1,2,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,,,1,1,,2,2,2,1,2,1,2,2,2,2,2,3,2,1,2,2,2,2,1,6,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62555,1,55,1,1,0,,2,1,3,2,22,100000,19,55000,18,16,18,16,4,3,4,3,1,1,35,35,2,2,2,1,3,0,1,1,2,1,1,1,,2,1,3,1,,0,0,0,0,0,0,0,0,0,4,2,1,,4,2,1,,,2,1,4,,2,2,1,3,2,1,1,2,3,3,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62556,1,28,3,5,0,,1,1,2,2,8,9000,8,9000,18,,17,16,4,,4,3,1,,35,,1,2,1,2,2,1,1,1,4,2,,1,,1,2,2,1,,2,1,1,1,1,1,0,1,0,4,3,1,,1,2,,,,1,4,3,4,3,3,2,3,2,1,2,3,3,1,1,3,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62557,1,42,1,5,0,,1,1,3,1,22,100000,22,100000,16,,16,16,4,,4,4,3,,,,2,2,,1,1,2,2,,4,2,,1,,4,3,4,2,,0,0,0,0,0,0,0,0,0,4,3,3,,1,2,,,,2,1,5,,3,2,3,2,3,3,2,2,3,3,1,4,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62558,2,77,1,1,0,,2,1,3,2,23,120000,12,18750,19,20,14,9,4,4,2,0,2,2,3,30,1,2,2,,4,0,1,1,1,1,1,2,1,,,,,2,2,8,1,1,1,2,8,1,1,2,3,1,2,1,3,1,1,1,,,,,,,,,,,,,,1,,3,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62559,1,29,3,5,0,,2,1,3,2,,,,,16,,16,16,4,,4,3,2,,30,,2,1,,2,1,3,2,,3,1,1,2,,6,5,3,3,,0,0,0,0,0,0,0,0,0,4,3,1,,2,1,,,,1,4,2,1,2,1,1,3,2,2,1,3,2,3,1,4,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62560,2,62,2,2,1,25,,2,3,1,,,,,12,,,,0,,0,0,7,,,,2,1,,2,3,2,2,,2,1,1,1,,1,,,,,8,8,1,2,8,1,0,1,0,,,1,,4,3,,,,2,4,2,,1,2,2,2,2,2,2,2,2,2,8,5,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62561,2,30,2,5,2,25,1,1,2,1,22,100000,22,100000,16,,,12,3,,,1,1,,40,,2,,2,2,5,2,2,,2,1,1,2,1,,,,,1,2,1,1,1,1,2,0,1,0,4,2,2,2,5,2,,3,2,,,,,,,,,,,,,,1,,5,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62562,1,22,2,5,0,,3,1,3,,,,,,14,,10,14,1,,1,1,2,,30,,2,2,2,2,,1,1,1,2,1,1,1,1,5,2,1,1,2,0,0,0,0,0,0,0,0,0,,,3,1,,2,,3,2,1,4,2,2,2,2,2,2,2,1,2,2,2,1,2,3,1,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62563,2,69,2,1,1,17,0,1,3,,22,100000,,,13,13,11,10,1,1,0,0,5,5,,,2,2,2,1,,0,1,1,2,1,1,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,2,1,2,2,2,1,1,4,2,3,2,3,2,3,2,1,3,1,1,5,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62564,1,45,2,4,0,,2,1,2,1,24,140000,19,55000,16,,16,20,3,,3,4,3,,,,2,2,2,1,0,0,1,1,5,3,3,1,1,,,,,1,2,1,1,1,1,2,2,1,2,4,3,1,1,2,1,,2,1,,,,,,,,,,,,,,2,,5,3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62565,2,32,3,1,1,22,,2,3,,,,,,12,16,14,5,1,3,4,0,7,1,,60,,2,,,,1,1,1,4,2,,2,,3,1,,1,1,0,0,0,0,0,0,0,0,0,,,1,,,2,1,1,1,2,4,1,1,2,2,1,1,2,1,2,1,1,,1,5,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62566,2,60,1,2,1,19,1,2,2,,8,9000,,,4,,,,0,,0,0,7,,,,2,2,2,2,,4,2,,4,2,,1,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,,,1,,,1,,2,3,1,4,1,,,,2,,,,2,,,2,2,5,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62567,1,48,3,3,1,25,1,1,1,1,19,55000,19,55000,12,,,,0,,,,1,,40,,2,2,2,2,3,4,2,,6,3,3,2,2,,,,,1,2,2,1,1,1,1,0,1,0,4,1,1,2,5,3,,3,2,,,,,,,,,,,,,,2,,10,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62568,2,81,3,3,1,30,2,2,,2,2,2000,,,12,,6,5,1,,0,0,5,,,,2,1,,1,3,1,1,1,2,1,1,1,1,,,,,2,1,1,1,2,1,1,8,1,1,,,,,3,3,,4,2,,,,,,,,,,,,,,,,8,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62569,1,50,3,1,0,,2,1,3,,26,180000,23,120000,18,18,12,12,4,4,1,1,1,1,40,40,2,1,,2,,2,2,,2,1,1,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,,,3,2,,2,1,1,2,1,4,2,4,3,3,1,3,1,2,1,2,3,1,1,3,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62570,2,78,1,1,2,29,0,1,3,,22,100000,,,14,10,8,,1,0,0,0,5,5,,,2,1,2,2,,4,2,,5,3,3,1,1,7,5,5,4,2,0,0,0,0,0,0,0,0,0,,,,,,1,1,3,1,2,4,1,2,2,2,3,1,2,3,1,1,2,2,2,5,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62571,1,56,1,5,0,,1,1,3,2,20,67500,20,67500,18,,10,11,4,,0,0,3,,,,2,2,2,2,8,0,1,1,1,1,1,2,,1,1,1,1,,0,0,0,0,0,0,0,0,0,3,3,3,,5,2,,,,1,4,3,,3,3,3,3,2,2,3,2,3,1,1,4,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62572,1,60,1,5,0,,1,1,2,1,22,100000,22,100000,14,,12,9,1,,1,0,1,,40,,2,1,2,2,1,4,2,,5,3,3,2,2,,,,,1,2,2,1,1,2,2,1,1,1,3,3,2,1,5,2,,2,2,,,,,,,,,,,,,,1,,6,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62573,1,23,1,5,0,,4,1,3,1,25,160000,18,45000,12,,14,15,1,,1,1,1,,64,,2,2,2,2,12,5,3,3,4,2,,1,,4,4,3,3,,0,0,0,0,0,0,0,0,0,4,3,1,,3,2,,,,1,1,3,3,1,1,2,1,1,2,1,2,2,2,2,4,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62574,2,67,1,5,0,,1,1,2,2,,,,,12,,,,1,,,,3,,,,2,2,,2,5,3,2,,,,,,,1,3,3,1,,0,0,0,0,0,0,0,0,0,2,3,3,,5,2,,,,2,4,2,,2,2,2,2,2,2,1,,3,2,1,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62575,2,54,1,1,5,20,3,1,2,,,,,,16,12,14,12,3,1,1,1,2,1,30,48,2,2,2,2,,3,2,,,,,,1,1,1,3,1,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,2,2,2,2,3,1,2,2,1,2,2,2,1,2,2,3,2,,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62576,2,62,1,1,2,27,1,1,3,1,25,160000,,,14,16,14,13,2,3,2,1,7,1,,60,2,2,2,2,6,3,2,,3,1,1,,,3,3,3,3,,0,0,0,0,0,0,0,0,0,,,1,,5,3,1,,,2,4,2,2,3,2,2,2,3,2,2,2,2,,1,1,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62577,2,55,1,3,2,23,1,1,2,,22,100000,22,100000,14,,8,10,2,,0,0,1,,36,,2,2,2,2,,0,1,1,4,2,,1,1,5,2,3,2,2,0,0,0,0,0,0,0,0,0,,,1,2,,1,,2,1,2,4,3,3,3,2,2,3,1,3,1,1,3,3,1,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62578,2,56,1,1,1,30,2,1,3,1,25,160000,10,13750,12,18,12,12,1,4,,1,2,1,28,50,2,1,2,2,1,1,1,1,6,3,3,1,,2,1,3,3,,2,1,2,1,1,2,0,1,1,4,2,1,,5,1,1,,,2,4,1,3,2,2,1,2,2,3,2,2,2,2,8,2,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62579,1,58,1,5,0,,1,1,3,2,22,100000,,,14,,,15,2,,,3,7,,,,2,,2,2,8,0,1,1,1,1,1,2,,1,1,1,1,,0,0,0,0,0,0,0,0,0,,,1,,1,2,,,,1,4,3,,2,2,2,3,2,1,1,1,3,1,1,4,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62580,2,74,1,3,1,20,0,2,1,2,9,11250,,,12,,12,12,1,,1,1,5,,,,2,2,2,2,0,1,1,1,,,,1,,1,,1,2,,8,8,1,1,8,2,0,1,8,,,,,2,3,,,,2,4,5,2,2,3,3,3,,2,2,3,3,2,2,6,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62581,1,70,1,1,3,31,2,1,3,1,26,180000,24,140000,16,20,12,16,3,4,1,3,1,1,40,60,2,2,2,2,2,1,1,1,3,1,1,2,,2,2,3,1,,0,0,0,0,0,0,0,0,0,4,2,1,,1,2,1,,,1,4,1,4,3,2,2,2,1,1,1,1,3,1,1,3,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62582,1,35,1,1,2,33,2,1,3,1,26,180000,,,17,16,12,13,3,4,1,1,1,3,40,,2,2,2,2,2,7,,,5,3,3,1,1,,,,,1,2,1,1,1,2,2,1,1,1,4,2,2,1,1,1,1,2,1,,,,,,,,,,,,,,2,,4,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62583,1,65,2,1,2,20,0,1,2,1,21,82500,,,8,8,,,0,0,,0,5,5,,,2,,1,2,4,1,1,1,4,2,,1,,4,3,3,1,,0,0,0,0,0,0,0,0,0,,,,,5,2,1,,,2,4,2,2,2,2,2,3,3,1,2,1,3,3,1,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62584,2,42,1,1,2,29,1,1,2,,19,55000,,,14,12,,,2,1,,1,8,1,,65,2,1,2,2,,3,2,,4,2,,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,,,,,,2,2,3,3,2,4,3,1,3,,2,3,,2,2,1,2,,1,9,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62585,2,48,1,1,2,40,2,1,2,,20,67500,10,13750,13,12,,12,1,1,,1,2,1,16,40,1,,2,2,,5,3,3,5,3,3,1,1,3,3,3,3,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,1,2,2,4,2,1,2,2,2,2,,3,2,1,2,2,1,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62586,1,32,1,5,0,,1,1,2,2,18,45000,18,45000,13,,,18,1,,,4,1,,40,,2,,2,2,4,4,2,,4,2,,1,1,,,,,1,2,1,1,1,1,1,0,1,0,2,3,2,2,5,2,,2,1,,,,,,,,,,,,,,2,,5,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587,2,56,1,1,3,41,1,1,3,,22,100000,,,12,12,10,12,1,1,0,1,7,1,,40,2,2,2,2,,4,2,,6,3,3,1,1,2,2,2,4,1,0,0,0,0,0,0,0,0,0,,,1,,,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,5,2,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62588,2,61,1,1,2,22,2,1,2,1,21,82500,18,45000,12,12,12,9,1,1,1,0,1,1,40,40,2,2,,2,3,3,2,,7,3,3,1,2,,,,,1,2,1,1,2,1,1,2,1,1,4,3,1,2,1,2,1,2,1,,,,,,,,,,,,,,2,,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62589,2,76,1,2,2,32,1,1,3,,20,67500,9,11250,16,,8,12,3,,0,1,2,,12,,2,2,2,2,,0,1,1,1,1,1,2,1,1,3,1,1,2,0,0,0,0,0,0,0,0,0,,,1,2,,2,,2,1,1,4,3,1,2,2,2,3,2,1,1,2,3,3,1,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590,2,59,1,1,2,28,2,1,3,,21,82500,16,32500,16,16,16,16,3,3,3,3,2,7,30,,2,2,2,1,,2,2,,5,3,3,1,2,2,2,4,3,1,0,0,0,0,0,0,0,0,0,,,1,2,,2,2,2,1,2,4,2,3,,2,2,3,2,2,1,1,2,,1,2,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62591,1,69,1,5,0,,1,1,3,2,16,32500,16,32500,16,,10,12,3,,0,0,2,,30,,2,2,,2,4,0,1,1,2,1,1,1,1,,,,,2,2,1,1,1,2,1,1,1,1,4,1,2,2,5,2,,2,2,,,,,,,,,,,,,,2,,4,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62592,1,48,3,5,0,,1,1,3,1,22,100000,22,100000,18,,14,12,4,,2,1,1,,40,,2,2,2,1,2,1,1,1,3,1,1,1,,3,2,2,2,,2,1,1,1,1,2,0,1,1,4,2,1,,4,2,,,,2,1,4,4,3,2,3,3,3,2,2,2,2,2,2,4,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62593,2,68,1,1,2,39,1,1,2,1,21,82500,21,82500,20,16,,16,4,2,,3,1,7,40,,1,,2,2,2,6,3,3,6,3,3,1,1,,,,,1,2,1,1,1,8,2,0,1,0,4,1,1,1,5,2,1,2,1,,,,,,,,,,,,,,2,,4,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62594,2,39,1,5,0,,1,1,3,,1,500,,,16,,16,16,3,,3,3,2,,15,,2,1,2,2,,1,1,1,3,1,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,,1,1,2,4,2,3,3,3,2,3,2,2,3,3,3,2,1,2,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62595,1,38,1,1,2,24,2,2,3,2,24,140000,18,45000,18,18,,18,4,4,,4,1,1,50,60,2,,2,2,1,1,1,1,4,2,,1,1,,,,,1,2,1,1,1,8,2,0,1,0,4,2,1,1,5,2,2,2,1,,,,,,,,,,,,,,2,,4,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62596,2,39,1,5,1,32,2,1,3,,25,160000,25,160000,18,,18,16,4,,4,3,1,,40,,1,1,2,2,,0,1,1,2,1,1,2,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,,,2,1,,1,,2,1,2,1,4,4,3,3,2,3,2,2,2,1,2,,1,3,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62597,2,52,1,1,4,23,1,2,2,2,,,,,12,9,0,6,1,0,0,0,7,1,,40,,1,,,0,3,2,,4,2,,2,,1,1,1,1,,0,0,0,0,0,0,0,0,0,,,2,,5,1,1,,,2,4,3,1,2,1,2,2,2,3,2,1,2,2,2,5,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62598,2,41,1,1,1,27,0,2,3,2,17,37500,,,20,20,16,14,4,4,3,2,7,6,,,1,2,2,2,1,1,1,1,1,1,1,2,1,,,,,2,2,1,1,1,1,2,1,1,1,,,1,,3,1,1,1,1,,,,,,,,,,,,,,2,,1,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62599,1,60,1,1,3,38,1,2,3,2,26,180000,24,140000,17,14,14,12,3,1,1,1,1,2,40,20,2,2,,2,0,0,1,1,2,1,1,2,,4,2,3,2,,2,1,1,1,1,2,0,1,1,4,2,1,,1,2,2,,,1,4,3,2,2,2,2,3,2,1,1,2,3,,1,4,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
